--- DATEN DER WETTERSTATION ---
ID ;101 
Kuerzel der Wetterdienstes ;rzk 
ID innerhalb des Wetterdienstes ;7 
Staat ;DE 
Bundesland ; 
Gemeinde ; 
PLZ ;23847 
Ort ;Kastorf- 
Schreibweise ; 
Geografische Länge (Grad dezimal) ;10.5701 
Geografische Breite (Grad dezimal) ;53.7488 
Höhe über dem Meer (Meter) ;0 
Bemerkung ; 
Letzte Datensatzänderung (YYYYMMDDhhmmss) ;2019-05-09 11:02:19 
-------------------------------
 
id;tag;zeit;zr;typ;l_temp_30;l_temp_200;taupunkt;l_feucht_30;l_feucht_200;b_temp_5;b_temp_20;ns;benetzung;verdunstung
6264158;2021-09-23;23;s;m;10.3;12;;100;51;12.9;13.5;0;5;
6264159;2021-09-24;0;s;m;10.4;12;;100;54;12.7;13.4;0;5;
6264160;2021-09-24;1;s;m;10.6;12;;100;55;12.6;13.3;0;5;
6264161;2021-09-24;2;s;m;10.5;11.9;;100;54;12.5;13.1;0;5;
6264162;2021-09-24;3;s;m;10.5;11.9;;100;57;12.4;13.1;0;5;
6264163;2021-09-24;4;s;m;10.5;11.8;;100;57;12.4;13;0;5;
6264164;2021-09-24;5;s;m;10.3;11.5;;100;62;12.3;12.9;0;5;
6264165;2021-09-24;6;s;m;10.1;11.3;;100;64;12.2;12.8;0;5;
6264166;2021-09-24;7;s;m;9.7;10.4;;100;71;12.3;12.8;0;5;
6264167;2021-09-24;8;s;m;9.2;9.9;;100;76;12.2;12.8;0;5;
6264168;2021-09-24;9;s;m;10.2;10.7;;100;77;12.3;12.8;0;5;
6264277;2021-09-24;10;s;m;11.6;12;;100;79;12.2;12.7;0;5;
6264278;2021-09-24;11;s;m;13.2;13.3;;100;84;12.3;12.8;0;6;
6264279;2021-09-24;12;s;m;14.1;14.1;;100;85;12.5;12.9;0;5;
6264280;2021-09-24;13;s;m;14.5;14.9;;100;80;12.6;12.9;0;5;
6264281;2021-09-24;14;s;m;14.8;15.2;;100;83;12.7;13;0;5;
6264282;2021-09-24;15;s;m;14.9;15.2;;100;89;12.9;13.1;0;5;
6264283;2021-09-24;16;s;m;15.5;16.2;;100;80;13;13.2;0;5;
6264284;2021-09-24;17;s;m;15.6;16.7;;100;73;13.1;13.3;0;5;
6264285;2021-09-24;18;s;m;15.5;16.6;;100;71;13.2;13.4;0;5;
6264286;2021-09-24;19;s;m;15.1;16.5;;100;71;13.3;13.5;0;5;
6264287;2021-09-24;20;s;m;15.1;16.5;;100;73;13.4;13.6;0;5;
6264288;2021-09-24;21;s;m;15.2;16.5;;100;78;13.4;13.6;0;5;
6264289;2021-09-24;22;s;m;15.3;16.7;;100;78;13.5;13.7;0;5;
6264290;2021-09-24;23;s;m;15.5;17;;100;75;13.5;13.7;0;5;
6264291;2021-09-25;0;s;m;15.4;16.6;;100;76;13.6;13.8;0;5;
6264292;2021-09-25;1;s;m;15;16.3;;100;69;13.6;13.8;0;5;
6264293;2021-09-25;2;s;m;14.8;15.9;;100;71;13.7;13.9;0;5;
6264294;2021-09-25;3;s;m;14.6;15.7;;100;74;13.6;13.9;0;5;
6264295;2021-09-25;4;s;m;14.6;15.6;;100;78;13.7;13.9;0;5;
6264296;2021-09-25;5;s;m;14.6;15.4;;100;85;13.6;13.9;0;5;
6264297;2021-09-25;6;s;m;14.7;15.2;;100;92;13.7;13.9;0;5;
6264298;2021-09-25;7;s;m;14.7;15.1;;100;96;13.7;13.9;0;5;
6264299;2021-09-25;8;s;m;14.9;15.4;;100;96;13.7;14;0;5;
6264300;2021-09-25;9;s;m;15.2;15.7;;100;96;13.7;14;0;5;
6264301;2021-09-25;10;s;m;15.7;16;;100;96;13.8;14;0;5;
6264413;2021-09-25;11;s;m;16.4;16.6;;100;93;13.9;14.1;0;5;
6264414;2021-09-25;12;s;m;17.2;17.4;;100;88;14;14.1;0;6;
6264415;2021-09-25;13;s;m;17.6;17.9;;100;80;14.1;14.2;0;6;
6264416;2021-09-25;14;s;m;17.9;18.4;;100;73;14.3;14.3;0;6;
6264417;2021-09-25;15;s;m;18.1;18.8;;100;68;14.4;14.4;0;6;
6264418;2021-09-25;16;s;m;17.7;18.6;;100;68;14.4;14.5;0;5;
6264419;2021-09-25;17;s;m;17.8;18.8;;100;67;14.6;14.6;0;5;
6264420;2021-09-25;18;s;m;18.1;19.5;;100;56;14.6;14.6;0;6;
6264421;2021-09-25;19;s;m;17.3;18.7;;100;60;14.7;14.7;0;5;
6264422;2021-09-25;20;s;m;15.3;16.2;;100;75;14.6;14.7;0;5;
6264423;2021-09-25;21;s;m;14;14.8;;100;86;14.5;14.7;0;5;
6264424;2021-09-25;22;s;m;14.1;14.7;;100;90;14.3;14.6;0;5;
6264425;2021-09-25;23;s;m;14.4;15;;100;90;14.3;14.6;0;5;
6264426;2021-09-26;0;s;m;14.5;15;;100;92;14.2;14.5;0;5;
6264427;2021-09-26;1;s;m;14.4;14.9;;100;93;14.3;14.5;0;5;
6264428;2021-09-26;2;s;m;14.1;14.4;;100;95;14.2;14.5;0;5;
6264429;2021-09-26;3;s;m;13.8;14.2;;100;96;14.2;14.5;0;5;
6264430;2021-09-26;4;s;m;13.9;14.3;;100;98;14.1;14.4;0;5;
6264431;2021-09-26;5;s;m;14;14.3;;100;98;14.1;14.4;0;5;
6264432;2021-09-26;6;s;m;13.8;14.1;;100;99;14;14.4;0;5;
6264433;2021-09-26;7;s;m;13.9;14.3;;100;99;14.1;14.4;0;5;
6264434;2021-09-26;8;s;m;14.1;14.5;;100;99;14;14.3;0;5;
6264435;2021-09-26;9;s;m;14.6;14.9;;100;99;14;14.4;0;5;
6264436;2021-09-26;10;s;m;16.3;16.2;;100;98;14.1;14.4;0;6;
6264551;2021-09-26;11;s;m;20.1;19.1;;100;72;14.4;14.5;0;6;
6264552;2021-09-26;12;s;m;22.8;20.9;;100;53;14.9;14.7;0;6;
6264553;2021-09-26;13;s;m;24.1;22.1;;100;44;15.4;15;0;6;
6264554;2021-09-26;14;s;m;24.8;23.3;;97;38;15.8;15.3;0;6;
6264555;2021-09-26;15;s;m;24.2;23.4;;96;36;16.1;15.6;0;5;
6264556;2021-09-26;16;s;m;22;22.5;;100;39;16.2;15.8;0;5;
6264557;2021-09-26;17;s;m;21;21.9;;100;44;16.2;15.9;0;5;
6264558;2021-09-26;18;s;m;20.6;21.9;;100;45;16.1;15.9;0;5;
6264559;2021-09-26;19;s;m;19.9;20.9;;100;48;16;15.9;0;5;
6264560;2021-09-26;20;s;m;18.2;19.7;;100;57;15.9;15.9;0;5;
6264561;2021-09-26;21;s;m;17.1;18.7;;100;64;15.8;15.8;0;5;
6264562;2021-09-26;22;s;m;16.1;17.8;;100;73;15.6;15.8;0;5;
6264563;2021-09-26;23;s;m;15.2;16.7;;100;82;15.5;15.6;0;5;
6264564;2021-09-27;0;s;m;14.7;15.8;;100;89;15.3;15.5;0;5;
6264565;2021-09-27;1;s;m;14.5;15.4;;100;93;15.2;15.4;0;5;
6264566;2021-09-27;2;s;m;14.9;15.7;;100;95;15.1;15.4;0;5;
6264567;2021-09-27;3;s;m;15.5;16.6;;100;95;15;15.3;0;5;
6264568;2021-09-27;4;s;m;15.9;16.5;;100;95;15;15.3;0;5;
6264569;2021-09-27;5;s;m;15.3;15.6;;100;97;15;15.3;0;5;
6264570;2021-09-27;6;s;m;15.8;16.1;;100;100;14.9;15.2;0;5;
6264571;2021-09-27;7;s;m;15.8;16.1;;100;100;15;15.2;0;5;
6264572;2021-09-27;8;s;m;15.9;16.1;;100;100;15;15.2;0;5;
6264573;2021-09-27;9;s;m;15.9;16.1;;100;100;15.1;15.3;0;5;
6264574;2021-09-27;10;s;m;16.1;16.2;;100;100;15;15.2;0;5;
6264575;2021-09-27;11;s;m;16.7;16.7;;100;100;15.1;15.3;0;5;
6264690;2021-09-27;12;s;m;17.2;17.1;;100;100;15.2;15.3;0;5;
6264691;2021-09-27;13;s;m;18.3;18.2;;100;99;15.3;15.4;0;6;
6264692;2021-09-27;14;s;m;19.1;19.2;;100;92;15.5;15.5;0;6;
6264693;2021-09-27;15;s;m;20.2;20.2;;100;78;15.8;15.6;0;6;
6264694;2021-09-27;16;s;m;20.3;20.5;;100;70;16;15.8;0;6;
6264695;2021-09-27;17;s;m;19.8;20.4;;100;66;16.2;15.9;0;5;
6264696;2021-09-27;18;s;m;19.8;20.6;;100;65;16.2;16;0;5;
6264697;2021-09-27;19;s;m;18.6;19.3;;100;70;16.1;16.1;0;5;
6264698;2021-09-27;20;s;m;17.7;18.4;;100;74;16;16;0;5;
6264699;2021-09-27;21;s;m;17.1;17.8;;100;79;15.9;16;0;5;
6264700;2021-09-27;22;s;m;16.9;17.6;;100;76;15.8;15.9;0;5;
6264701;2021-09-27;23;s;m;16.6;17.2;;100;81;15.7;15.9;0;5;
6264702;2021-09-28;0;s;m;16.3;17.1;;100;83;15.7;15.9;0;5;
6264703;2021-09-28;1;s;m;15.1;15.9;;100;77;15.6;15.8;0;5;
6264704;2021-09-28;2;s;m;14;14.8;;100;77;15.4;15.7;0;5;
6264705;2021-09-28;3;s;m;13.7;14.2;;100;88;15.3;15.6;0;5;
6264706;2021-09-28;4;s;m;13.1;13.5;;100;93;15.1;15.5;0;5;
6264707;2021-09-28;5;s;m;12.4;12.8;;100;95;15;15.4;0;5;
6264708;2021-09-28;6;s;m;12;12.3;;100;97;14.8;15.3;0;5;
6264709;2021-09-28;7;s;m;11.8;12;;100;99;14.7;15.2;0;5;
6264710;2021-09-28;8;s;m;11.9;11.7;;100;100;14.6;15.1;0;5;
6264711;2021-09-28;9;s;m;12.2;11.9;;100;100;14.5;15;0;5;
6264712;2021-09-28;10;s;m;13.4;12.6;;100;100;14.5;14.9;0;5;
6264820;2021-09-28;11;s;m;14.3;13.4;;100;97;14.5;14.9;0;6;
6264821;2021-09-28;12;s;m;15.8;14.9;;100;86;14.6;15;0;6;
6264822;2021-09-28;13;s;m;16.6;16.4;;100;60;14.7;15;0;6;
6264823;2021-09-28;14;s;m;17.6;17.9;;100;46;14.9;15.1;0;5;
6264824;2021-09-28;15;s;m;18.9;18.9;;100;38;15;15.2;0;5;
6264825;2021-09-28;16;s;m;17.5;17.9;;100;37;15.1;15.2;0;5;
6264826;2021-09-28;17;s;m;16.2;17.9;;100;35;15;15.2;0;5;
6264827;2021-09-28;18;s;m;16.3;18;;100;37;15;15.2;0;6;
6264828;2021-09-28;19;s;m;15.9;17.4;;100;41;14.9;15.2;0;5;
6264829;2021-09-28;20;s;m;13.9;14.7;;100;64;14.8;15.1;0;5;
6264830;2021-09-28;21;s;m;12.3;13.2;;100;77;14.6;15;0;5;
6264831;2021-09-28;22;s;m;11.5;12.5;;100;83;14.4;14.9;0;5;
6264832;2021-09-28;23;s;m;11;11.8;;100;86;14.2;14.7;0;5;
6264833;2021-09-29;0;s;m;10.4;11.1;;100;89;14;14.6;0;5;
6264834;2021-09-29;1;s;m;9.8;10.3;;100;93;13.8;14.5;0;5;
6264835;2021-09-29;2;s;m;9.3;10.1;;100;92;13.6;14.3;0;5;
6264836;2021-09-29;3;s;m;8.9;9.6;;100;92;13.4;14.1;0;5;
6264837;2021-09-29;4;s;m;8.7;9.4;;100;93;13.3;14;0;5;
6264838;2021-09-29;5;s;m;8.6;9.3;;100;93;13.1;13.9;0;5;
6264839;2021-09-29;6;s;m;8.5;9.1;;100;94;13;13.8;0;5;
6264840;2021-09-29;7;s;m;8.6;9;;100;94;12.9;13.7;0;5;
6264841;2021-09-29;8;s;m;9.1;9.4;;100;95;12.8;13.6;0;5;
6264842;2021-09-29;9;s;m;9.9;10.2;;100;94;12.8;13.5;0;5;
6264957;2021-09-29;10;s;m;11.1;11.3;;100;88;12.9;13.5;0;5;
6264958;2021-09-29;11;s;m;12.9;12.7;;100;80;13;13.6;0;5;
6264959;2021-09-29;12;s;m;13.3;13.2;;100;81;13.1;13.6;0;5;
6264960;2021-09-29;13;s;m;14.5;13.9;;100;80;13.3;13.6;0;5;
6264961;2021-09-29;14;s;m;15.1;14.5;;100;79;13.5;13.8;0;5;
6264962;2021-09-29;15;s;m;15.9;15.4;;100;73;13.7;13.9;0;5;
6264963;2021-09-29;16;s;m;15.9;15.6;;100;66;13.9;14;0;5;
6264964;2021-09-29;17;s;m;14.7;14.9;;100;72;13.9;14.1;0;5;
6264965;2021-09-29;18;s;m;13.7;14.3;;100;82;13.9;14.2;0;5;
6264966;2021-09-29;19;s;m;12.1;12.4;;100;83;13.8;14.1;0;5;
6264967;2021-09-29;20;s;m;10.7;11.1;;100;90;13.6;14.1;0;5;
6264968;2021-09-29;21;s;m;10.2;10.5;;100;86;13.5;14;0;5;
6264969;2021-09-29;22;s;m;9.6;10.2;;100;83;13.3;13.9;0;5;
6264970;2021-09-29;23;s;m;9.5;10.1;;100;86;13.2;13.8;0;5;
6264971;2021-09-30;0;s;m;9.5;9.8;;100;87;13;13.7;0;5;
6264972;2021-09-30;1;s;m;9.3;9.7;;100;85;12.8;13.5;0;5;
6264973;2021-09-30;2;s;m;9.1;9.5;;100;87;12.7;13.4;0;5;
6264974;2021-09-30;3;s;m;9.1;9.4;;100;92;12.6;13.3;0;5;
6264975;2021-09-30;4;s;m;9.2;9.6;;100;92;12.5;13.2;0;5;
6264976;2021-09-30;5;s;m;9.3;9.8;;100;90;12.4;13.1;0;5;
6264977;2021-09-30;6;s;m;9.2;9.8;;100;88;12.4;13.1;0;5;
6264978;2021-09-30;7;s;m;9;9.9;;100;79;12.3;13;0;5;
6264979;2021-09-30;8;s;m;8.7;9.9;;100;73;12.3;13;0;5;
6264980;2021-09-30;9;s;m;8.7;9.8;;100;72;12.2;12.9;0;5;
6264981;2021-09-30;10;s;m;9.5;10.3;;100;69;12.2;12.9;0;5;
6264982;2021-09-30;11;s;m;10.3;10.9;;100;67;12.2;12.9;0;6;
6265096;2021-09-30;12;s;m;11.7;12.2;;100;60;12.2;12.8;0;6;
6265097;2021-09-30;13;s;m;12.6;13.4;;100;51;12.4;12.9;0;6;
6265098;2021-09-30;14;s;m;12.3;13.5;;100;51;12.5;12.9;0;5;
6265099;2021-09-30;15;s;m;12.7;14;;100;52;12.5;13;0;6;
6265100;2021-09-30;16;s;m;11.8;14.2;;100;40;12.6;13;0;5;
6265101;2021-09-30;17;s;m;11.6;13.7;;100;42;12.6;13;0;5;
6265102;2021-09-30;18;s;m;11;12.1;;100;54;12.5;13;0;5;
6265103;2021-09-30;19;s;m;10.7;12;;100;54;12.5;13;0;5;
6265104;2021-09-30;20;s;m;10.6;12;;100;46;12.5;13;0;5;
6265105;2021-09-30;21;s;m;10.3;11.3;;100;51;12.4;12.9;0;5;
6265106;2021-09-30;22;s;m;10.1;11;;100;52;12.3;12.9;0;5;
6265107;2021-09-30;23;s;m;10;10.8;;100;52;12.2;12.8;0;5;
6265108;2021-10-01;0;s;m;9.9;10.6;;100;55;12.1;12.8;0;5;
6265109;2021-10-01;1;s;m;9.7;10.4;;100;58;12.1;12.7;0;5;
6265110;2021-10-01;2;s;m;9.4;10.2;;100;59;12;12.6;0;5;
6265111;2021-10-01;3;s;m;9.6;10.3;;100;57;11.9;12.6;0;5;
6265112;2021-10-01;4;s;m;9.6;10.3;;100;57;11.8;12.5;0;5;
6265113;2021-10-01;5;s;m;9.8;10.3;;100;57;11.8;12.5;0;5;
6265114;2021-10-01;6;s;m;9.5;10;;100;58;11.7;12.4;0;5;
6265115;2021-10-01;7;s;m;9.3;9.9;;100;58;11.6;12.3;0;5;
6265116;2021-10-01;8;s;m;9;9.5;;100;61;11.6;12.3;0;5;
6265117;2021-10-01;9;s;m;9.3;9.7;;100;60;11.5;12.2;0;5;
6265118;2021-10-01;10;s;m;10.7;10.7;;100;57;11.5;12.2;0;5;
6265228;2021-10-01;11;s;m;12.3;11.7;;100;54;11.6;12.2;0;5;
6265229;2021-10-01;12;s;m;13.5;12.6;;100;52;11.8;12.3;0;5;
6265230;2021-10-01;13;s;m;15.7;14.3;;100;47;12;12.4;0;5;
6265231;2021-10-01;14;s;m;16.6;15.6;;100;43;12.3;12.6;0;5;
6265232;2021-10-01;15;s;m;17.2;16.6;;100;40;12.6;12.7;0;5;
6265233;2021-10-01;16;s;m;16.3;16.4;;100;36;12.8;12.9;0;5;
6265234;2021-10-01;17;s;m;15.2;15.6;;98;36;12.8;13;0;5;
6265235;2021-10-01;18;s;m;14.5;15.1;;100;38;12.8;13;0;5;
6265236;2021-10-01;19;s;m;13.5;14.4;;100;42;12.7;13;0;5;
6265237;2021-10-01;20;s;m;12.7;13.6;;100;45;12.7;13;0;5;
6265238;2021-10-01;21;s;m;12.1;13;;100;49;12.6;13;0;5;
6265239;2021-10-01;22;s;m;12.1;12.9;;100;52;12.5;13;0;5;
6265240;2021-10-01;23;s;m;12.2;13;;100;54;12.5;12.9;0;5;
6265241;2021-10-02;0;s;m;11.8;12.5;;100;58;12.5;12.9;0;5;
6265242;2021-10-02;1;s;m;11.6;12.1;;100;62;12.4;12.9;0;5;
6265243;2021-10-02;2;s;m;11.3;11.8;;100;63;12.4;12.8;0;5;
6265244;2021-10-02;3;s;m;10.7;11.3;;100;71;12.4;12.8;0;5;
6265245;2021-10-02;4;s;m;10.4;11;;100;74;12.3;12.8;0;5;
6265246;2021-10-02;5;s;m;10.5;11;;100;75;12.3;12.8;0;5;
6265247;2021-10-02;6;s;m;10.6;11.1;;100;81;12.2;12.7;0;5;
6265248;2021-10-02;7;s;m;10.6;10.9;;100;89;12.2;12.7;0;5;
6265249;2021-10-02;8;s;m;10.6;10.9;;100;92;12.2;12.7;0;5;
6265250;2021-10-02;9;s;m;10.8;11.2;;100;92;12.2;12.7;0;5;
6265364;2021-10-02;10;s;m;11.5;11.9;;100;90;12.2;12.7;0;5;
6265365;2021-10-02;11;s;m;12.2;12.4;;100;89;12.3;12.7;0;5;
6265366;2021-10-02;12;s;m;13.4;13.1;;100;87;12.4;12.8;0;5;
6265367;2021-10-02;13;s;m;13.4;13.1;;100;87;12.5;12.8;0;5;
6265368;2021-10-02;14;s;m;14.8;14.4;;100;76;12.6;12.9;0;5;
6265369;2021-10-02;15;s;m;14.9;14.7;;100;72;12.8;13;0;5;
6265370;2021-10-02;16;s;m;15.3;15.2;;100;68;12.9;13.1;0;5;
6265371;2021-10-02;17;s;m;14.8;14.8;;100;69;13;13.2;0;5;
6265372;2021-10-02;18;s;m;14;14.2;;100;75;13.1;13.2;0;5;
6265373;2021-10-02;19;s;m;13.5;13.9;;100;78;13;13.3;0;5;
6265374;2021-10-02;20;s;m;13;13.6;;100;81;13;13.3;0;5;
6265375;2021-10-02;21;s;m;13.3;14;;100;73;13;13.3;0;5;
6265376;2021-10-02;22;s;m;13.6;14.3;;100;67;13;13.3;0;5;
6265377;2021-10-02;23;s;m;13.9;14.6;;100;62;12.9;13.3;0;5;
6265378;2021-10-03;0;s;m;14.1;14.9;;100;55;13;13.3;0;5;
6265379;2021-10-03;1;s;m;14.5;15.3;;100;51;13;13.3;0;5;
6265380;2021-10-03;2;s;m;14.6;15.4;;100;51;13;13.3;0;5;
6265381;2021-10-03;3;s;m;15.2;16;;100;51;13;13.3;0;5;
6265382;2021-10-03;4;s;m;15.4;16.1;;100;54;13;13.3;0;5;
6265383;2021-10-03;5;s;m;15.8;16.7;;100;53;13.1;13.4;0;5;
6265384;2021-10-03;6;s;m;16.5;17.4;;100;49;13.2;13.4;0;5;
6265385;2021-10-03;7;s;m;16.1;16.9;;100;50;13.3;13.5;0;5;
6265386;2021-10-03;8;s;m;15.7;16.5;;100;49;13.4;13.6;0;5;
6265387;2021-10-03;9;s;m;15.9;16.8;;100;49;13.4;13.6;0;5;
6265388;2021-10-03;10;s;m;16.7;17.3;;100;48;13.4;13.6;0;5;
6265499;2021-10-03;11;s;m;17;17.6;;100;49;13.5;13.7;0;5;
6265500;2021-10-03;12;s;m;18.1;18.5;;100;46;13.7;13.8;0;5;
6265501;2021-10-03;13;s;m;18.4;18.8;;100;45;13.8;13.9;0;5;
6265502;2021-10-03;14;s;m;20;20.1;;100;39;14;14;0;5;
6265503;2021-10-03;15;s;m;20;20.4;;100;37;14.2;14.2;0;5;
6265504;2021-10-03;16;s;m;19.5;20.1;;100;38;14.3;14.3;0;5;
6265505;2021-10-03;17;s;m;17.5;18.8;;100;47;14.4;14.4;0;5;
6265506;2021-10-03;18;s;m;17.3;18.2;;100;50;14.4;14.4;0;5;
6265507;2021-10-03;19;s;m;17.3;18.2;;100;46;14.4;14.4;0;5;
6265508;2021-10-03;20;s;m;17;18;;100;46;14.3;14.4;0;5;
6265509;2021-10-03;21;s;m;16.5;17.6;;100;50;14.3;14.4;0;5;
6265510;2021-10-03;22;s;m;15.8;17.1;;100;60;14.2;14.4;0;5;
6265511;2021-10-03;23;s;m;14.9;15.3;;100;83;14.2;14.4;0;5;
6265512;2021-10-04;0;s;m;13.2;13.5;;100;83;14.1;14.3;0;5;
6265513;2021-10-04;1;s;m;12;12.7;;100;71;13.9;14.2;0;5;
6265514;2021-10-04;2;s;m;11.3;12.1;;100;70;13.8;14.2;0;5;
6265515;2021-10-04;3;s;m;10.9;11.6;;100;73;13.6;14.1;0;5;
6265516;2021-10-04;4;s;m;10.6;11.1;;100;79;13.5;13.9;0;5;
6265517;2021-10-04;5;s;m;10.3;10.8;;100;79;13.3;13.8;0;5;
6265518;2021-10-04;6;s;m;10;10.4;;100;83;13.2;13.7;0;5;
6265519;2021-10-04;7;s;m;9.8;10.2;;100;85;13;13.6;0;5;
6265520;2021-10-04;8;s;m;9.8;10.1;;100;85;12.9;13.5;0;5;
6265521;2021-10-04;9;s;m;10.3;10.6;;100;82;12.8;13.5;0;5;
6265522;2021-10-04;10;s;m;11;11.2;;100;78;12.8;13.4;0;5;
6265632;2021-10-04;11;s;m;12.2;12.1;;100;72;12.8;13.4;0;5;
6265633;2021-10-04;12;s;m;13;12.9;;100;66;12.9;13.4;0;5;
6265634;2021-10-04;13;s;m;13.8;13.6;;100;63;12.9;13.4;0;5;
6265635;2021-10-04;14;s;m;14.6;14.3;;100;58;13.1;13.5;0;5;
6265636;2021-10-04;15;s;m;15.2;14.9;;100;55;13.2;13.5;0;5;
6265637;2021-10-04;16;s;m;15.3;15.3;;100;51;13.3;13.6;0;5;
6265638;2021-10-04;17;s;m;15.2;15.9;;100;47;13.4;13.6;0;5;
6265639;2021-10-04;18;s;m;14.5;15.7;;100;47;13.4;13.7;0;5;
6265640;2021-10-04;19;s;m;13.3;14.2;;100;54;13.3;13.6;0;5;
6265641;2021-10-04;20;s;m;11.7;12.3;;100;64;13.2;13.6;0;5;
6265642;2021-10-04;21;s;m;10.6;11.6;;100;69;13.1;13.5;0;5;
6265643;2021-10-04;22;s;m;10.1;11;;100;72;12.9;13.4;0;5;
6265644;2021-10-04;23;s;m;9.7;10.6;;100;74;12.8;13.3;0;5;
6265645;2021-10-05;0;s;m;9.2;9.9;;100;77;12.7;13.3;0;5;
6265646;2021-10-05;1;s;m;8.9;9.6;;100;78;12.5;13.1;0;5;
6265647;2021-10-05;2;s;m;8.5;9.1;;100;82;12.4;13;0;5;
6265648;2021-10-05;3;s;m;8.2;8.8;;100;84;12.3;12.9;0;5;
6265649;2021-10-05;4;s;m;8.1;8.7;;100;87;12.2;12.8;0;5;
6265650;2021-10-05;5;s;m;7.9;8.4;;100;90;12.1;12.7;0;5;
6265651;2021-10-05;6;s;m;8.2;8.6;;100;92;12;12.7;0;5;
6265652;2021-10-05;7;s;m;8.4;8.8;;100;93;11.9;12.6;0;5;
6265653;2021-10-05;8;s;m;8.5;8.9;;100;95;11.9;12.5;0;5;
6265654;2021-10-05;9;s;m;9.1;9.4;;100;96;11.9;12.5;0;5;
6265655;2021-10-05;10;s;m;9.8;10;;100;95;11.8;12.5;0;5;
6265656;2021-10-05;11;s;m;10.3;10.5;;100;89;11.9;12.5;0;5;
6265770;2021-10-05;12;s;m;10.8;10.8;;100;93;11.9;12.5;0;5;
6265771;2021-10-05;13;s;m;10.9;10.9;;100;94;12;12.5;0;5;
6265772;2021-10-05;14;s;m;11.2;11;;100;95;12.1;12.6;0;5;
6265773;2021-10-05;15;s;m;11.5;11.3;;100;94;12.1;12.6;0;5;
6265774;2021-10-05;16;s;m;11.5;11.3;;100;94;12.2;12.6;0;5;
6265775;2021-10-05;17;s;m;11.6;11.4;;100;93;12.3;12.7;0;5;
6265776;2021-10-05;18;s;m;11.5;11.3;;100;95;12.3;12.7;0;5;
6265777;2021-10-05;19;s;m;11.3;11.1;;100;96;12.3;12.7;0;5;
6265778;2021-10-05;20;s;m;10.9;11;;100;97;12.3;12.7;0;5;
6265779;2021-10-05;21;s;m;10.6;10.8;;100;98;12.3;12.7;0;5;
6265780;2021-10-05;22;s;m;10.2;10.5;;100;99;12.2;12.7;0;5;
6265781;2021-10-05;23;s;m;10.5;10.8;;100;99;12.2;12.7;0;5;
6265782;2021-10-06;0;s;m;10.3;10.7;;100;99;12.1;12.6;0;5;
6265783;2021-10-06;1;s;m;10.1;10.5;;100;99;12.1;12.6;0;5;
6265784;2021-10-06;2;s;m;10.2;10.6;;100;99;12;12.6;0;5;
6265785;2021-10-06;3;s;m;10.4;10.8;;100;99;12;12.6;0;5;
6265786;2021-10-06;4;s;m;10.7;11.2;;100;97;12;12.6;0;5;
6265787;2021-10-06;5;s;m;10.7;11.3;;100;96;12;12.5;0;5;
6265788;2021-10-06;6;s;m;10.1;10.7;;100;95;12.1;12.5;0;5;
6265789;2021-10-06;7;s;m;10;10.7;;100;91;12;12.5;0;5;
6265790;2021-10-06;8;s;m;9.3;9.8;;100;95;12;12.5;0;5;
6265791;2021-10-06;9;s;m;9.5;10;;100;95;11.9;12.5;0;5;
6265792;2021-10-06;10;s;m;11;11.3;;100;85;11.9;12.5;0;5;
6265900;2021-10-06;11;s;m;14;12.7;;100;71;12;12.5;0;5;
6265901;2021-10-06;12;s;m;15.5;13.6;;100;59;12.3;12.6;0;5;
6265902;2021-10-06;13;s;m;15.1;13.9;;100;55;12.4;12.7;0;5;
6265903;2021-10-06;14;s;m;13.8;13.5;;100;55;12.5;12.8;0;5;
6265904;2021-10-06;15;s;m;13.5;13.6;;100;56;12.5;12.8;0;5;
6265905;2021-10-06;16;s;m;14.2;14.3;;100;51;12.6;12.9;0;5;
6265906;2021-10-06;17;s;m;14;14.2;;100;51;12.6;12.9;0;5;
6265907;2021-10-06;18;s;m;13.2;14.1;;100;52;12.6;12.9;0;5;
6265908;2021-10-06;19;s;m;11.9;12.8;;100;58;12.5;12.9;0;5;
6265909;2021-10-06;20;s;m;10.8;11.4;;100;63;12.4;12.8;0;5;
6265910;2021-10-06;21;s;m;9.2;9.9;;100;73;12.3;12.8;0;5;
6265911;2021-10-06;22;s;m;8.5;9.2;;100;80;12.1;12.6;0;5;
6265912;2021-10-06;23;s;m;8.3;8.8;;100;86;12;12.5;0;5;
6265913;2021-10-07;0;s;m;7.5;8.1;;100;91;11.8;12.4;0;5;
6265914;2021-10-07;1;s;m;6.7;7.2;;100;94;11.6;12.3;0;5;
6265915;2021-10-07;2;s;m;6.3;7.1;;100;98;11.4;12.1;0;5;
6265916;2021-10-07;3;s;m;5.9;6.1;;100;98;11.2;12;0;5;
6265917;2021-10-07;4;s;m;5.2;5.3;;100;99;11;11.8;0;5;
6265918;2021-10-07;5;s;m;4.9;5.1;;100;100;10.8;11.7;0;5;
6265919;2021-10-07;6;s;m;4.5;4.4;;100;100;10.6;11.5;0;5;
6265920;2021-10-07;7;s;m;4;3.8;;100;100;10.5;11.4;0;5;
6265921;2021-10-07;8;s;m;3.8;3.5;;100;100;10.3;11.2;0;5;
6265922;2021-10-07;9;s;m;4.4;4.8;;100;100;10.2;11.1;0;5;
6266262;2021-10-07;10;s;m;7.3;8;;100;100;10.2;11.1;0;5;
